,0,1
527,0_1731_with_mask.png,1
4127,244_with_mask.png,1
2696,1595_with_mask.png,1
2124,1336_with_mask.png,1
6640,748_with_mask.png,1
3946,2170_with_mask.png,1
6646,750_with_mask.png,1
4253,2_1004_without_mask.png,0
4698,2_1608_with_mask.png,1
3221,1831_without_mask.png,0
1664,1128_with_mask.png,1
331,0_1465_with_mask.png,1
426,0_1588_without_mask.png,0
1215,0_788_without_mask.png,0
4436,2_1274_with_mask.png,1
4563,2_1443_without_mask.png,0
6462,667_with_mask.png,1
3448,1937_with_mask.png,1
5461,2_734_without_mask.png,0
2678,1587_with_mask.png,1
6414,645_with_mask.png,1
6643,74_without_mask.png,0
1745,1165_without_mask.png,0
5912,418_with_mask.png,1
218,0_1300_without_mask.png,0
2534,1521_with_mask.png,1
1301,0_8_without_mask.png,0
5583,2_910_without_mask.png,0
3934,2160_with_mask.png,1
746,0_2108_with_mask.png,1
6005,460_without_mask.png,0
5397,2_633_without_mask.png,0
5866,396_without_mask.png,0
5711,324_without_mask.png,0
1068,0_58_with_mask.png,1
3119,1786_without_mask.png,0
5333,2_54_without_mask.png,0
4444,2_1288_without_mask.png,0
4068,2270_with_mask.png,1
6907,872_without_mask.png,0
738,0_2092_with_mask.png,1
4976,2_2012_with_mask.png,1
7009,919_without_mask.png,0
2490,1500_with_mask.png,1
4692,2_1600_with_mask.png,1
5440,2_701_with_mask.png,1
4172,265_without_mask.png,0
6233,563_with_mask.png,1
1339,0_945_without_mask.png,0
3878,2114_with_mask.png,1
2319,1424_without_mask.png,0
2076,1314_with_mask.png,1
4290,2_1070_without_mask.png,0
3246,1842_with_mask.png,1
5605,2_937_with_mask.png,1
4152,256_without_mask.png,0
705,0_2010_with_mask.png,1
4065,2269_with_mask.png,1
5246,2_429_with_mask.png,1
4639,2_1534_with_mask.png,1
6474,672_with_mask.png,1
4273,2_1032_with_mask.png,1
3981,219_with_mask.png,1
5369,2_600_without_mask.png,0
4576,2_1467_with_mask.png,1
1514,105_with_mask.png,1
6521,694_without_mask.png,0
1533,1069_without_mask.png,0
835,0_232_with_mask.png,1
289,0_1414_with_mask.png,1
534,0_1744_without_mask.png,0
3261,184_without_mask.png,0
1428,1020_with_mask.png,1
2514,1511_with_mask.png,1
4288,2_1064_without_mask.png,0
6876,858_without_mask.png,0
1785,1183_without_mask.png,0
123,0_1168_without_mask.png,0
3834,207_without_mask.png,0
2877,1677_without_mask.png,0
3536,1_1054_with_mask.png,1
4946,2_1951_with_mask.png,1
5313,2_522_with_mask.png,1
5305,2_512_with_mask.png,1
2832,1656_with_mask.png,1
5136,2_292_with_mask.png,1
4496,2_1346_with_mask.png,1
4696,2_1606_without_mask.png,0
5154,2_319_without_mask.png,0
1966,1265_with_mask.png,1
3761,2019_with_mask.png,1
2226,1382_with_mask.png,1
6223,559_with_mask.png,1
889,0_302_without_mask.png,0
6183,540_with_mask.png,1
5825,376_without_mask.png,0
5809,369_without_mask.png,0
2204,1372_with_mask.png,1
6464,668_with_mask.png,1
6260,576_without_mask.png,0
4062,2266_with_mask.png,1
6470,670_with_mask.png,1
362,0_1512_without_mask.png,0
2294,1412_with_mask.png,1
13,0_1017_without_mask.png,0
6508,688_with_mask.png,1
6552,707_with_mask.png,1
4614,2_1507_with_mask.png,1
4750,2_1672_with_mask.png,1
6409,643_without_mask.png,0
4767,2_1700_without_mask.png,0
747,0_2114_with_mask.png,1
5922,422_with_mask.png,1
1903,1237_without_mask.png,0
1468,1039_with_mask.png,1
3159,1803_without_mask.png,0
5179,2_34_without_mask.png,0
3798,204_without_mask.png,0
937,0_376_with_mask.png,1
5750,341_with_mask.png,1
1860,1217_with_mask.png,1
7132,974_with_mask.png,1
6195,546_with_mask.png,1
4822,2_1763_without_mask.png,0
6342,612_with_mask.png,1
898,0_313_with_mask.png,1
351,0_1490_with_mask.png,1
4277,2_1048_without_mask.png,0
7003,916_without_mask.png,0
6724,787_without_mask.png,0
3889,2123_with_mask.png,1
3348,1889_with_mask.png,1
6486,678_with_mask.png,1
2278,1405_with_mask.png,1
132,0_1180_without_mask.png,0
323,0_1459_without_mask.png,0
2917,1695_without_mask.png,0
6353,618_without_mask.png,0
332,0_1467_with_mask.png,1
5846,386_without_mask.png,0
253,0_1372_with_mask.png,1
1715,1151_without_mask.png,0
5540,2_855_without_mask.png,0
3174,180_with_mask.png,1
3212,1827_with_mask.png,1
1982,1272_with_mask.png,1
3503,1982_with_mask.png,1
4292,2_1072_without_mask.png,0
2077,1315_without_mask.png,0
3978,2198_with_mask.png,1
5146,2_306_with_mask.png,1
4489,2_1337_without_mask.png,0
2097,1324_without_mask.png,0
6407,642_without_mask.png,0
6395,637_without_mask.png,0
1708,1148_with_mask.png,1
3864,2102_with_mask.png,1
5651,2_996_without_mask.png,0
821,0_2265_with_mask.png,1
3876,2112_with_mask.png,1
4170,264_without_mask.png,0
1090,0_618_without_mask.png,0
4099,231_with_mask.png,1
6529,698_without_mask.png,0
1681,1136_without_mask.png,0
568,0_1796_with_mask.png,1
4158,259_without_mask.png,0
1389,1003_without_mask.png,0
2533,1521_without_mask.png,0
607,0_184_without_mask.png,0
4345,2_1148_with_mask.png,1
4743,2_1661_with_mask.png,1
3634,1_1999_with_mask.png,1
3081,1769_without_mask.png,0
1112,0_652_without_mask.png,0
4418,2_1245_without_mask.png,0
4713,2_1631_with_mask.png,1
365,0_1514_without_mask.png,0
4029,2239_with_mask.png,1
1446,1029_with_mask.png,1
4833,2_1778_with_mask.png,1
3299,1867_without_mask.png,0
3021,1741_without_mask.png,0
5223,2_407_without_mask.png,0
6823,833_with_mask.png,1
3007,1735_without_mask.png,0
6631,744_without_mask.png,0
2037,1298_without_mask.png,0
3066,1761_with_mask.png,1
2551,152_without_mask.png,0
4561,2_143_with_mask.png,1
6102,504_without_mask.png,0
782,0_2186_with_mask.png,1
4067,226_with_mask.png,1
6246,56_without_mask.png,0
6584,722_without_mask.png,0
2496,1503_with_mask.png,1
356,0_1502_with_mask.png,1
5652,2_996_with_mask.png,1
5124,2_272_with_mask.png,1
2102,1326_with_mask.png,1
5211,2_389_without_mask.png,0
1302,0_900_without_mask.png,0
3272,1854_with_mask.png,1
2581,1543_without_mask.png,0
981,0_448_without_mask.png,0
1605,1100_without_mask.png,0
25,0_1036_without_mask.png,0
5011,2_2096_with_mask.png,1
5887,407_without_mask.png,0
7155,985_without_mask.png,0
5289,2_492_without_mask.png,0
1658,1125_with_mask.png,1
1993,1278_without_mask.png,0
1827,1201_without_mask.png,0
5513,2_814_without_mask.png,0
5231,2_415_with_mask.png,1
2194,1368_with_mask.png,1
953,0_401_with_mask.png,1
1981,1272_without_mask.png,0
1431,1022_without_mask.png,0
2617,155_without_mask.png,0
4175,266_with_mask.png,1
2953,1710_without_mask.png,0
2746,1617_with_mask.png,1
141,0_1191_without_mask.png,0
4031,223_with_mask.png,1
6776,810_without_mask.png,0
7008,918_with_mask.png,1
7076,949_with_mask.png,1
7027,927_without_mask.png,0
6517,692_without_mask.png,0
1701,1145_without_mask.png,0
4992,2_2045_with_mask.png,1
1806,1192_with_mask.png,1
2259,1398_without_mask.png,0
7089,955_without_mask.png,0
713,0_2031_with_mask.png,1
2591,1548_without_mask.png,0
4398,2_1217_with_mask.png,1
291,0_1416_without_mask.png,0
3609,1_1744_with_mask.png,1
1081,0_606_with_mask.png,1
3898,2130_with_mask.png,1
4147,253_with_mask.png,1
3955,2179_with_mask.png,1
6607,732_with_mask.png,1
4102,233_without_mask.png,0
6418,647_with_mask.png,1
140,0_118_with_mask.png,1
6558,70_with_mask.png,1
2800,1641_with_mask.png,1
2853,1666_without_mask.png,0
1474,1041_with_mask.png,1
4787,2_1723_without_mask.png,0
3873,210_with_mask.png,1
5326,2_539_without_mask.png,0
5963,441_without_mask.png,0
4409,2_1235_without_mask.png,0
6701,776_with_mask.png,1
824,0_2269_with_mask.png,1
4303,2_1086_with_mask.png,1
2625,1563_without_mask.png,0
6067,489_with_mask.png,1
6455,664_without_mask.png,0
3176,1810_with_mask.png,1
4733,2_1650_without_mask.png,0
6240,567_without_mask.png,0
6245,569_with_mask.png,1
3774,202_without_mask.png,0
6010,463_without_mask.png,0
2418,1469_with_mask.png,1
4379,2_118_without_mask.png,0
1767,1175_without_mask.png,0
2273,1403_without_mask.png,0
270,0_1396_with_mask.png,1
7180,997_without_mask.png,0
2165,1355_without_mask.png,0
1486,1047_with_mask.png,1
3489,1970_with_mask.png,1
681,0_1956_with_mask.png,1
6315,600_without_mask.png,0
3072,1764_with_mask.png,1
4739,2_1658_with_mask.png,1
7135,976_without_mask.png,0
543,0_1759_with_mask.png,1
5088,2_2280_with_mask.png,1
471,0_1656_with_mask.png,1
1844,120_without_mask.png,0
2699,1597_without_mask.png,0
3482,1965_with_mask.png,1
1134,0_683_with_mask.png,1
531,0_1740_without_mask.png,0
3497,1978_with_mask.png,1
93,0_1136_with_mask.png,1
6975,902_with_mask.png,1
3989,2205_with_mask.png,1
3933,215_with_mask.png,1
5820,373_with_mask.png,1
1546,1074_with_mask.png,1
443,0_1610_without_mask.png,0
4238,295_without_mask.png,0
6321,603_without_mask.png,0
4700,2_1611_with_mask.png,1
1902,1236_with_mask.png,1
6970,900_without_mask.png,0
1728,1157_with_mask.png,1
5865,395_with_mask.png,1
5219,2_397_with_mask.png,1
4322,2_1117_without_mask.png,0
723,0_204_with_mask.png,1
2601,1552_without_mask.png,0
1601,109_without_mask.png,0
2056,1305_with_mask.png,1
5886,406_with_mask.png,1
5468,2_741_with_mask.png,1
2926,1699_with_mask.png,1
2583,1544_without_mask.png,0
1264,0_853_with_mask.png,1
7161,988_with_mask.png,1
286,0_1412_without_mask.png,0
3967,2189_with_mask.png,1
7118,968_with_mask.png,1
3879,2115_with_mask.png,1
1939,1253_without_mask.png,0
5683,311_without_mask.png,0
6951,892_with_mask.png,1
6891,864_with_mask.png,1
502,0_1703_with_mask.png,1
708,0_2014_with_mask.png,1
5082,2_2257_with_mask.png,1
4666,2_1564_without_mask.png,0
5070,2_222_with_mask.png,1
3064,1760_with_mask.png,1
4553,2_1425_without_mask.png,0
3803,2053_with_mask.png,1
6231,562_with_mask.png,1
2994,1729_with_mask.png,1
4101,232_with_mask.png,1
2270,1401_with_mask.png,1
5576,2_900_with_mask.png,1
1263,0_851_with_mask.png,1
4201,278_with_mask.png,1
6408,642_with_mask.png,1
4575,2_1464_with_mask.png,1
2330,1429_with_mask.png,1
2769,1628_without_mask.png,0
2002,1281_with_mask.png,1
5930,426_with_mask.png,1
494,0_1696_with_mask.png,1
2130,1339_with_mask.png,1
6889,863_with_mask.png,1
1894,1232_with_mask.png,1
3317,1875_without_mask.png,0
4039,2247_with_mask.png,1
2015,1288_without_mask.png,0
1943,1255_without_mask.png,0
6609,733_with_mask.png,1
3296,1865_with_mask.png,1
3446,1935_with_mask.png,1
1457,1034_without_mask.png,0
2887,1681_without_mask.png,0
4922,2_1904_with_mask.png,1
1900,1235_with_mask.png,1
703,0_2009_with_mask.png,1
3415,1919_without_mask.png,0
5001,2_2072_with_mask.png,1
6065,488_with_mask.png,1
4556,2_1432_without_mask.png,0
1812,1195_with_mask.png,1
6995,912_without_mask.png,0
3592,1_1584_with_mask.png,1
1684,1137_with_mask.png,1
2962,1714_with_mask.png,1
3088,1771_with_mask.png,1
2451,1484_without_mask.png,0
714,0_2032_with_mask.png,1
562,0_178_with_mask.png,1
4428,2_1262_without_mask.png,0
4347,2_114_without_mask.png,0
325,0_1460_with_mask.png,1
6193,545_with_mask.png,1
6139,520_with_mask.png,1
6358,61_with_mask.png,1
5448,2_712_with_mask.png,1
3782,2036_with_mask.png,1
1222,0_793_without_mask.png,0
6761,803_with_mask.png,1
3149,179_without_mask.png,0
4063,2267_with_mask.png,1
6415,646_without_mask.png,0
3254,1846_with_mask.png,1
6297,592_with_mask.png,1
5271,2_46_with_mask.png,1
6308,598_without_mask.png,0
2925,1699_without_mask.png,0
2658,1578_with_mask.png,1
4522,2_1381_without_mask.png,0
495,0_1697_without_mask.png,0
5341,2_55_with_mask.png,1
1627,1110_with_mask.png,1
2463,148_without_mask.png,0
6725,787_with_mask.png,1
452,0_1623_without_mask.png,0
3544,1_1179_with_mask.png,1
6339,611_without_mask.png,0
3660,1_264_without_mask.png,0
7175,994_with_mask.png,1
1874,1223_with_mask.png,1
2161,1353_without_mask.png,0
6898,868_without_mask.png,0
2799,1641_without_mask.png,0
4027,2237_with_mask.png,1
1691,1140_without_mask.png,0
5979,449_without_mask.png,0
3866,2104_with_mask.png,1
2588,1546_with_mask.png,1
6127,515_with_mask.png,1
7178,996_without_mask.png,0
4441,2_1284_without_mask.png,0
4702,2_1613_without_mask.png,0
6038,476_without_mask.png,0
2009,1285_without_mask.png,0
5381,2_613_with_mask.png,1
6748,798_without_mask.png,0
6062,487_without_mask.png,0
6366,623_with_mask.png,1
5571,2_899_with_mask.png,1
5298,2_502_without_mask.png,0
271,0_1398_with_mask.png,1
3791,2043_with_mask.png,1
1595,1097_without_mask.png,0
4768,2_1701_without_mask.png,0
4831,2_1776_with_mask.png,1
3122,1787_with_mask.png,1
6420,648_with_mask.png,1
1747,1166_without_mask.png,0
1137,0_688_with_mask.png,1
3570,1_1375_with_mask.png,1
2492,1501_with_mask.png,1
2670,1583_with_mask.png,1
2712,1601_with_mask.png,1
5555,2_871_without_mask.png,0
1901,1236_without_mask.png,0
4848,2_1801_without_mask.png,0
659,0_1917_with_mask.png,1
5633,2_974_with_mask.png,1
6576,719_without_mask.png,0
5517,2_821_without_mask.png,0
3384,1904_with_mask.png,1
1009,0_505_with_mask.png,1
7084,952_with_mask.png,1
7016,921_with_mask.png,1
3968,218_without_mask.png,0
5470,2_746_without_mask.png,0
960,0_414_with_mask.png,1
1808,1193_with_mask.png,1
6537,700_without_mask.png,0
2969,1718_without_mask.png,0
6956,895_without_mask.png,0
6148,525_without_mask.png,0
519,0_1722_with_mask.png,1
4545,2_1408_without_mask.png,0
3230,1835_with_mask.png,1
665,0_1927_without_mask.png,0
5122,2_26_with_mask.png,1
342,0_1480_with_mask.png,1
2827,1654_without_mask.png,0
269,0_1394_without_mask.png,0
4079,227_with_mask.png,1
6097,501_with_mask.png,1
1811,1195_without_mask.png,0
3089,1772_without_mask.png,0
4621,2_151_without_mask.png,0
6338,610_with_mask.png,1
5562,2_884_without_mask.png,0
4261,2_1014_without_mask.png,0
4791,2_1732_with_mask.png,1
4800,2_1741_without_mask.png,0
1633,1113_with_mask.png,1
6115,50_with_mask.png,1
3287,1861_without_mask.png,0
7187,99_with_mask.png,1
386,0_1544_without_mask.png,0
3724,1_907_with_mask.png,1
1424,1019_with_mask.png,1
2528,1519_without_mask.png,0
2552,152_with_mask.png,1
2797,1640_without_mask.png,0
5357,2_580_without_mask.png,0
2131,133_without_mask.png,0
515,0_171_without_mask.png,0
5551,2_867_with_mask.png,1
4878,2_1833_without_mask.png,0
5921,422_without_mask.png,0
3977,2197_with_mask.png,1
5987,452_without_mask.png,0
2513,1511_without_mask.png,0
6114,50_without_mask.png,0
3781,2035_with_mask.png,1
4634,2_1530_with_mask.png,1
3506,1985_with_mask.png,1
358,0_1506_with_mask.png,1
4841,2_1792_without_mask.png,0
5854,38_without_mask.png,0
772,0_2170_with_mask.png,1
3132,1791_with_mask.png,1
4242,297_without_mask.png,0
4930,2_1914_with_mask.png,1
30,0_1051_without_mask.png,0
4480,2_1327_with_mask.png,1
3288,1861_with_mask.png,1
1123,0_670_without_mask.png,0
4508,2_1358_with_mask.png,1
3131,1791_without_mask.png,0
5150,2_314_without_mask.png,0
1010,0_506_with_mask.png,1
396,0_1554_with_mask.png,1
3437,1929_without_mask.png,0
6941,888_with_mask.png,1
5065,2_2214_with_mask.png,1
1309,0_906_without_mask.png,0
4406,2_122_without_mask.png,0
5081,2_2256_with_mask.png,1
2054,1304_with_mask.png,1
2930,16_with_mask.png,1
1962,1263_with_mask.png,1
684,0_1961_with_mask.png,1
460,0_1637_without_mask.png,0
6799,820_with_mask.png,1
1932,124_with_mask.png,1
7156,985_with_mask.png,1
6620,739_without_mask.png,0
6509,689_without_mask.png,0
5086,2_2274_with_mask.png,1
2724,1607_with_mask.png,1
7121,96_without_mask.png,0
6548,705_with_mask.png,1
2123,1336_without_mask.png,0
3602,1_1710_with_mask.png,1
6277,583_with_mask.png,1
3608,1_1741_with_mask.png,1
5545,2_861_without_mask.png,0
1835,1205_without_mask.png,0
1764,1173_with_mask.png,1
6955,894_with_mask.png,1
4998,2_2063_with_mask.png,1
2500,1505_with_mask.png,1
4375,2_1185_with_mask.png,1
5354,2_577_without_mask.png,0
3945,216_with_mask.png,1
1341,0_947_with_mask.png,1
6653,754_without_mask.png,0
3960,2182_with_mask.png,1
1356,0_965_without_mask.png,0
3706,1_731_without_mask.png,0
171,0_1229_without_mask.png,0
882,0_295_without_mask.png,0
1883,1228_without_mask.png,0
4726,2_1645_with_mask.png,1
6081,495_with_mask.png,1
5062,2_220_without_mask.png,0
5567,2_894_with_mask.png,1
5968,443_with_mask.png,1
5306,2_513_without_mask.png,0
1268,0_857_with_mask.png,1
4589,2_1477_with_mask.png,1
5466,2_739_without_mask.png,0
949,0_392_with_mask.png,1
2540,1524_with_mask.png,1
4048,2254_with_mask.png,1
2964,1715_with_mask.png,1
6540,701_with_mask.png,1
3156,1801_with_mask.png,1
5779,355_without_mask.png,0
4569,2_1454_with_mask.png,1
6967,89_with_mask.png,1
4525,2_1383_with_mask.png,1
5522,2_829_with_mask.png,1
4524,2_1383_without_mask.png,0
327,0_1462_without_mask.png,0
193,0_1259_without_mask.png,0
6824,834_without_mask.png,0
3110,1781_with_mask.png,1
3179,1812_without_mask.png,0
32,0_1053_with_mask.png,1
5165,2_328_with_mask.png,1
875,0_285_with_mask.png,1
3698,1_663_without_mask.png,0
322,0_1458_with_mask.png,1
3196,181_with_mask.png,1
2820,1650_with_mask.png,1
1938,1252_with_mask.png,1
2669,1583_without_mask.png,0
299,0_1432_without_mask.png,0
1083,0_607_with_mask.png,1
5233,2_417_with_mask.png,1
6059,485_with_mask.png,1
2260,1398_with_mask.png,1
3094,1774_with_mask.png,1
3070,1763_with_mask.png,1
2429,1474_without_mask.png,0
1641,1118_without_mask.png,0
546,0_1763_with_mask.png,1
6241,567_with_mask.png,1
1401,1009_without_mask.png,0
3209,1826_without_mask.png,0
3661,1_306_with_mask.png,1
261,0_1383_without_mask.png,0
2375,144_without_mask.png,0
1931,124_without_mask.png,0
6912,874_with_mask.png,1
638,0_1892_with_mask.png,1
6798,820_without_mask.png,0
4923,2_1906_without_mask.png,0
7116,967_with_mask.png,1
4426,2_1260_with_mask.png,1
6595,727_with_mask.png,1
2807,1645_without_mask.png,0
5021,2_2111_with_mask.png,1
5890,408_with_mask.png,1
1026,0_536_with_mask.png,1
587,0_1828_without_mask.png,0
4902,2_1872_with_mask.png,1
3182,1813_with_mask.png,1
1374,0_991_with_mask.png,1
3667,1_35_with_mask.png,1
4547,2_1412_with_mask.png,1
3105,177_without_mask.png,0
3311,1872_without_mask.png,0
1267,0_857_without_mask.png,0
5900,412_with_mask.png,1
4504,2_1356_without_mask.png,0
5063,2_2210_with_mask.png,1
2443,1480_without_mask.png,0
3125,1789_without_mask.png,0
3104,1779_with_mask.png,1
2208,1374_with_mask.png,1
1,0_1001_without_mask.png,0
4790,2_1731_with_mask.png,1
4917,2_1899_without_mask.png,0
6422,649_with_mask.png,1
6962,898_without_mask.png,0
5761,347_without_mask.png,0
1565,1083_without_mask.png,0
7032,929_with_mask.png,1
5873,39_with_mask.png,1
6943,889_with_mask.png,1
5675,308_without_mask.png,0
6425,650_without_mask.png,0
1632,1113_without_mask.png,0
303,0_1436_with_mask.png,1
6998,913_with_mask.png,1
4187,271_with_mask.png,1
1400,1008_with_mask.png,1
537,0_174_with_mask.png,1
7068,945_with_mask.png,1
7186,99_without_mask.png,0
748,0_2116_with_mask.png,1
297,0_1427_without_mask.png,0
5550,2_866_without_mask.png,0
5212,2_390_without_mask.png,0
4343,2_1146_without_mask.png,0
1188,0_749_with_mask.png,1
6563,712_without_mask.png,0
3194,1819_with_mask.png,1
6637,747_without_mask.png,0
5950,435_with_mask.png,1
3344,1887_with_mask.png,1
2782,1633_with_mask.png,1
1212,0_780_with_mask.png,1
3723,1_901_with_mask.png,1
4617,2_1512_without_mask.png,0
611,0_1851_with_mask.png,1
1088,0_612_without_mask.png,0
4124,243_without_mask.png,0
5916,41_with_mask.png,1
5160,2_323_without_mask.png,0
4156,258_without_mask.png,0
1279,0_87_without_mask.png,0
3001,1732_without_mask.png,0
5120,2_266_with_mask.png,1
5616,2_952_with_mask.png,1
1716,1151_with_mask.png,1
4907,2_1881_without_mask.png,0
6077,493_with_mask.png,1
5054,2_2186_with_mask.png,1
2693,1594_without_mask.png,0
6031,472_with_mask.png,1
6506,687_with_mask.png,1
5227,2_40_with_mask.png,1
4431,2_1265_with_mask.png,1
6767,806_with_mask.png,1
2023,1291_without_mask.png,0
6716,783_without_mask.png,0
750,0_211_without_mask.png,0
273,0_1399_with_mask.png,1
4655,2_1549_without_mask.png,0
3855,2097_with_mask.png,1
5947,434_without_mask.png,0
3545,1_1185_without_mask.png,0
2339,1433_without_mask.png,0
3086,1770_with_mask.png,1
4766,2_1699_with_mask.png,1
4144,252_without_mask.png,0
3240,183_with_mask.png,1
2006,1283_with_mask.png,1
5677,309_without_mask.png,0
3263,1850_without_mask.png,0
3298,1866_with_mask.png,1
5490,2_780_with_mask.png,1
3481,1964_with_mask.png,1
3596,1_1631_with_mask.png,1
6849,845_with_mask.png,1
2071,1312_without_mask.png,0
2536,1522_with_mask.png,1
6215,555_with_mask.png,1
5028,2_2126_with_mask.png,1
3172,1809_with_mask.png,1
7105,962_without_mask.png,0
3623,1_1851_without_mask.png,0
4836,2_1784_without_mask.png,0
3921,214_with_mask.png,1
3863,2101_with_mask.png,1
7023,925_without_mask.png,0
2078,1315_with_mask.png,1
5830,378_with_mask.png,1
5176,2_341_without_mask.png,0
4738,2_1658_without_mask.png,0
1704,1146_with_mask.png,1
1736,1160_with_mask.png,1
4329,2_1125_with_mask.png,1
4318,2_1110_with_mask.png,1
7013,920_without_mask.png,0
4960,2_197_with_mask.png,1
3563,1_1328_without_mask.png,0
1143,0_697_with_mask.png,1
4598,2_148_without_mask.png,0
6385,632_without_mask.png,0
3109,1781_without_mask.png,0
3985,2201_with_mask.png,1
4687,2_1592_without_mask.png,0
6990,90_with_mask.png,1
3770,2026_with_mask.png,1
6800,821_without_mask.png,0
805,0_2227_with_mask.png,1
1888,122_with_mask.png,1
695,0_1990_with_mask.png,1
5309,2_519_without_mask.png,0
3383,1904_without_mask.png,0
1113,0_652_with_mask.png,1
5320,2_535_without_mask.png,0
4314,2_1105_without_mask.png,0
2356,1440_with_mask.png,1
4411,2_1237_without_mask.png,0
2909,1691_without_mask.png,0
3986,2202_with_mask.png,1
2416,1468_with_mask.png,1
3025,1743_without_mask.png,0
2412,1466_with_mask.png,1
6808,825_without_mask.png,0
2810,1646_with_mask.png,1
3875,2111_with_mask.png,1
4795,2_1738_without_mask.png,0
77,0_1112_without_mask.png,0
2787,1636_without_mask.png,0
5464,2_737_with_mask.png,1
2629,1565_without_mask.png,0
1361,0_971_without_mask.png,0
5134,2_291_without_mask.png,0
1933,1250_without_mask.png,0
4755,2_1678_with_mask.png,1
241,0_1351_without_mask.png,0
1200,0_765_with_mask.png,1
250,0_136_with_mask.png,1
6665,75_without_mask.png,0
131,0_117_with_mask.png,1
2484,1499_with_mask.png,1
2548,1528_with_mask.png,1
967,0_422_with_mask.png,1
4468,2_1311_with_mask.png,1
6004,45_with_mask.png,1
4980,2_201_without_mask.png,0
4771,2_1704_with_mask.png,1
6940,888_without_mask.png,0
6285,587_with_mask.png,1
6690,771_without_mask.png,0
6166,533_without_mask.png,0
